trip_id,taxi_id,pickup_time,dropoff_time,seconds,miles,pickup_census,dropoff_census,pickup_area,dropoff_area,fare,tips,tolls,extras,total,payment,company,pickup_latitude,pickup_longitude,pickup_centroid,dropoff_latitude,dropoff_longitude,dropoff_centroid,pickup_region,dropoff_region,AbsDistance,RRSL,AbsVelocity,AclVelocity,RRVV,AbsTime,RRST,pickup_hr,weekday
26765252,355,2014-07-12 00:45:00,2014-07-12 00:45:00,240.0,0.9,17031242200,17031842300,24.0,24.0,5.25,0.0,0.0,1.5,6.75,Cash,,41.899589796,-87.674719134,"(41.89959, -87.674719)",41.89830587,-87.65361398200001,"(41.898306, -87.653614)",West Side,West Side,1.0918276336585577,0.8243059364455075,16.377414504878367,13.5,0.8243059364455075,240.0,1.0,7,6
26766069,1750,2014-01-15 00:00:00,2014-01-15 00:00:00,,0.0,0,0,,,37.85,6.0,0.0,0.0,43.85,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,7,3
26771206,984,2014-02-11 10:45:00,2014-02-11 11:15:00,1140.0,3.9,0,0,8.0,7.0,12.85,3.0,0.0,1.0,16.85,Credit Card,,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.922686284,-87.649488729,"(41.922686, -87.649489)",Central,North Side,1.798351939651997,2.1686522609999783,5.679006125216833,12.31578947368421,2.1686522609999783,1140.0,1.0,3,2
26862230,1872,2014-06-09 15:00:00,2014-06-09 15:15:00,480.0,0.14,17031280100,17031081700,28.0,8.0,6.65,2.0,0.0,0.0,8.65,Credit Card,,41.885300021999996,-87.642808466,"(41.8853, -87.642808)",41.892042136,-87.63186395,"(41.892042, -87.631864)",West Side,Central,0.7314697318285078,0.19139547941379867,5.486022988713809,1.05,0.19139547941379867,480.0,1.0,4,1
26883442,2329,2014-12-26 19:15:00,2014-12-26 19:15:00,360.0,1.2,0,0,,,5.85,0.0,0.0,0.0,5.85,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,11.999999999999998,inf,,,6,5
26914525,1459,2014-08-23 16:30:00,2014-08-23 16:45:00,660.0,2.4,17031070101,17031080100,7.0,8.0,8.44,0.0,0.0,0.0,8.44,Cash,,41.92926299,-87.63589095399998,"(41.929263, -87.635891)",41.907520075,-87.62665890000002,"(41.90752, -87.626659)",North Side,Central,1.574279546752012,1.524506879957616,8.586979345920067,13.090909090909092,1.524506879957616,660.0,1.0,5,6
26928778,2596,2014-10-05 22:00:00,2014-10-05 22:00:00,0.0,0.0,0,0,,,38.05,7.61,0.0,0.0,45.66,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,7,7
26936691,359,2014-09-07 16:45:00,2014-09-07 17:00:00,900.0,0.1,17031081300,17031320400,8.0,32.0,9.65,3.0,0.0,0.0,12.65,Credit Card,Taxi Affiliation Services,41.898331794,-87.620762865,"(41.898332, -87.620763)",41.877406123,-87.62197165200001,"(41.877406, -87.621972)",Central,Central,1.4455821306804577,0.06917628398804879,5.782328522721831,0.4,0.06917628398804879,900.0,1.0,5,7
26937366,1466,2014-04-19 20:15:00,2014-04-19 20:30:00,540.0,0.4,17031081500,17031081600,8.0,8.0,6.05,0.0,0.0,0.0,6.05,Cash,,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.892072635,-87.62887415700001,"(41.892073, -87.628874)",Central,Central,0.14036698467268624,2.8496729550238413,0.9357798978179083,2.666666666666667,2.8496729550238413,540.0,1.0,6,6
26965528,773,2014-04-21 22:15:00,2014-04-21 22:30:00,660.0,0.0,0,0,,,8.85,4.0,0.0,0.0,12.85,Credit Card,Blue Ribbon Taxi Association Inc.,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,0.0,0.0,,,,7,1
26966756,1235,2014-09-01 19:15:00,2014-09-01 19:15:00,0.0,0.0,17031063200,0,6.0,,3.25,0.0,0.0,0.0,3.25,Cash,Taxi Affiliation Services,41.938391258,-87.63857492,"(41.938391, -87.638575)",,,"(0, 0)",North Side,None,6099.0474008196425,0.0,inf,,,0.0,,6,1
26978765,2581,2014-05-27 09:15:00,2014-05-27 09:15:00,780.0,0.0,17031081500,17031838200,8.0,28.0,12.05,0.0,0.0,0.0,12.05,Cash,Blue Ribbon Taxi Association Inc.,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.870415,-87.67508562100002,"(41.870415, -87.675086)",Central,West Side,2.9459035598340457,0.0,13.596477968464827,0.0,0.0,780.0,1.0,2,2
27008344,2963,2014-12-05 15:00:00,2014-12-05 15:45:00,2280.0,13.9,0,0,76.0,6.0,30.45,8.1,0.0,2.0,40.55,Credit Card,Choice Taxi Association,41.980264315,-87.913624596,"(41.980264, -87.913625)",41.944226601,-87.655998182,"(41.944227, -87.655998)",Far North Side,North Side,13.501805688847735,1.0294919302150205,21.31864056133853,21.947368421052634,1.0294919302150207,2280.0,1.0,4,5
27024934,2761,2014-05-15 19:15:00,2014-05-15 19:15:00,0.0,0.0,17031080201,17031080201,8.0,8.0,3.25,0.0,0.0,0.0,3.25,Cash,,41.909495669,-87.630963601,"(41.909496, -87.630964)",41.909495669,-87.630963601,"(41.909496, -87.630964)",Central,Central,0.0,,,,,,,6,4
27031722,1987,2014-06-07 20:15:00,2014-06-07 20:15:00,780.0,6.3,17031062500,17031281900,6.0,28.0,15.45,0.0,0.0,2.0,17.45,Cash,,41.941488234,-87.671107656,"(41.941488, -87.671108)",41.879255084,-87.642648998,"(41.879255, -87.642649)",North Side,West Side,4.538781950104008,1.3880375989103493,20.948224385095422,29.076923076923077,1.3880375989103493,780.0,1.0,6,6
27033582,1803,2014-02-23 17:45:00,2014-02-23 18:00:00,840.0,4.0,0,0,8.0,24.0,11.65,2.3,0.0,0.0,13.95,Credit Card,Dispatch Taxi Affiliation,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.901206994,-87.676355989,"(41.901207, -87.676356)",Central,West Side,2.222372075983416,1.7998786266381477,9.52445175421464,17.142857142857142,1.7998786266381477,840.0,1.0,5,7
27037510,1022,2014-11-23 11:45:00,2014-11-23 11:45:00,360.0,1.1,17031839100,17031081202,32.0,8.0,5.85,0.0,0.0,1.5,7.35,Cash,,41.880994471,-87.632746489,"(41.880994, -87.632746)",41.902788048000005,-87.62614559,"(41.902788, -87.626146)",Central,Central,1.542169752363322,0.7132807515607721,15.421697523633219,11.0,0.7132807515607721,360.0,1.0,3,7
27058883,2556,2014-01-09 21:00:00,2014-01-09 21:00:00,180.0,0.6,17031060800,17031031400,6.0,3.0,4.65,0.0,0.0,0.0,4.65,Cash,Dispatch Taxi Affiliation,41.953400044,-87.64600706600002,"(41.9534, -87.646007)",41.962178629,-87.645378762,"(41.962179, -87.645379)",North Side,Far North Side,0.6067653272237743,0.9888501749849011,12.135306544475485,11.999999999999998,0.988850174984901,180.0,1.0,6,4
27060963,2095,2014-11-14 01:15:00,2014-11-14 01:15:00,420.0,2.4,0,0,,,7.45,0.0,0.0,0.0,7.45,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,20.57142857142857,inf,,,0,5
27070104,706,2014-02-09 02:45:00,2014-02-09 03:00:00,1020.0,0.0,0,0,8.0,15.0,19.45,0.0,0.0,1.0,20.45,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.954027649000004,-87.76339903200001,"(41.954028, -87.763399)",Central,Northwest Side,7.68540483055991,0.0,27.124958225505566,0.0,0.0,1020.0,1.0,0,7
27075098,2356,2014-09-04 06:15:00,2014-09-04 06:30:00,360.0,1.2,17031081800,17031281900,8.0,28.0,6.05,1.0,0.0,0.0,7.05,Credit Card,,41.89321636,-87.63784421,"(41.893216, -87.637844)",41.879255084,-87.642648998,"(41.879255, -87.642649)",Central,West Side,0.9948932836555502,1.2061595145067452,9.948932836555501,11.999999999999998,1.2061595145067452,360.0,1.0,1,4
27092496,1621,2014-08-06 19:00:00,2014-08-06 19:15:00,720.0,5.6,17031830700,17031081300,3.0,8.0,13.85,0.0,0.0,0.0,13.85,Cash,Choice Taxi Association,41.958055933000004,-87.660389456,"(41.958056, -87.660389)",41.898331794,-87.620762865,"(41.898332, -87.620763)",Far North Side,Central,4.600162474666054,1.2173483069000792,23.00081237333027,27.999999999999996,1.2173483069000792,720.0,1.0,6,3
27115290,2381,2014-06-27 01:30:00,2014-06-27 01:45:00,480.0,2.1,17031080300,17031063000,8.0,6.0,7.65,0.0,0.0,0.0,7.65,Cash,,41.90749193,-87.63576009,"(41.907492, -87.63576)",41.936310131,-87.651562592,"(41.93631, -87.651563)",Central,North Side,2.1492597798615667,0.9770805835929525,16.11944834896175,15.75,0.9770805835929524,480.0,1.0,0,5
27136802,143,2014-08-15 01:30:00,2014-08-15 01:30:00,300.0,1.0,17031081800,17031081403,8.0,8.0,5.25,0.0,0.0,0.0,5.25,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,"(41.893216, -87.637844)",41.890922026,-87.618868355,"(41.890922, -87.618868)",Central,Central,0.9912791128988135,1.0087976100653264,11.895349354785763,12.0,1.0087976100653264,300.0,1.0,0,5
27147177,1010,2014-11-16 10:30:00,2014-11-16 10:30:00,600.0,3.5,0,0,,,10.85,2.0,0.0,0.0,12.85,Credit Card,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,21.0,inf,,,3,7
27151199,1065,2014-02-05 15:00:00,2014-02-05 15:15:00,480.0,0.0,17031081401,17031839100,8.0,32.0,6.65,0.0,0.0,0.0,6.65,Cash,Taxi Affiliation Services,41.89503345,-87.61971067200001,"(41.895033, -87.619711)",41.880994471,-87.632746489,"(41.880994, -87.632746)",Central,Central,1.1792805932589903,0.0,8.844604449442427,0.0,0.0,480.0,1.0,4,3
27152910,1585,2014-03-21 11:30:00,2014-03-21 11:30:00,0.0,0.0,0,0,,,5.75,0.0,0.0,0.0,5.75,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,3,5
27173752,2490,2014-08-16 09:00:00,2014-08-16 09:00:00,420.0,1.47,0,0,2.0,1.0,6.65,0.0,0.0,0.0,6.65,Cash,,42.001571027,-87.695012589,"(42.001571, -87.695013)",42.009622881,-87.67016685700001,"(42.009623, -87.670167)",Far North Side,Far North Side,1.3945050662372802,1.054137439576626,11.952900567748117,12.6,1.054137439576626,420.0,1.0,2,6
27186602,147,2014-03-09 15:45:00,2014-03-09 16:15:00,1680.0,1.72,17031980000,17031081500,76.0,8.0,35.65,0.0,0.0,3.0,38.65,Cash,,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",41.892507781,-87.626214906,"(41.892508, -87.626215)",Far North Side,Central,15.466044816299288,0.11121136789849037,33.14152460635562,3.6857142857142855,0.11121136789849036,1680.0,1.0,4,7
27209252,3072,2014-04-20 14:15:00,2014-04-20 14:30:00,840.0,3.0,17031081300,17031330100,8.0,33.0,10.65,0.0,0.0,1.5,12.15,Cash,,41.898331794,-87.620762865,"(41.898332, -87.620763)",41.859349715,-87.617358006,"(41.85935, -87.617358)",Central,Central,2.6961187070390418,1.1127106503758841,11.55479445873875,12.857142857142858,1.1127106503758843,840.0000000000001,1.0000000000000002,4,7
27218958,1019,2014-08-31 17:00:00,2014-08-31 17:00:00,240.0,0.0,17031320100,17031839100,32.0,32.0,4.85,0.0,0.0,1.0,5.85,Cash,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.880994471,-87.632746489,"(41.880994, -87.632746)",Central,Central,0.6658683608987882,0.0,9.988025413481823,0.0,0.0,240.0,1.0,5,7
27218967,1792,2014-08-05 20:00:00,2014-08-05 20:45:00,2100.0,17.8,17031980000,17031839100,76.0,32.0,36.05,0.0,0.0,3.5,39.55,Cash,Taxi Affiliation Services,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",41.880994471,-87.632746489,"(41.880994, -87.632746)",Far North Side,Central,15.487761251868172,1.1492945759254212,26.550447860345436,30.514285714285712,1.1492945759254212,2100.0,1.0,6,2
27227663,2277,2014-03-22 19:15:00,2014-03-22 19:15:00,540.0,0.0,17031062000,17031070200,6.0,7.0,6.25,0.0,0.0,2.0,8.25,Cash,Dispatch Taxi Affiliation,41.942577185,-87.647078509,"(41.942577, -87.647079)",41.929077655,-87.646293476,"(41.929078, -87.646293)",North Side,North Side,0.9325400774517374,0.0,6.21693384967825,0.0,0.0,540.0,1.0,6,6
27231430,619,2014-10-17 20:00:00,2014-10-17 20:00:00,0.0,0.0,0,0,,,6.65,1.33,0.0,0.0,7.98,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,6,5
27285752,2931,2014-11-27 01:15:00,2014-11-27 01:30:00,480.0,2.4,17031071200,17031081201,7.0,8.0,8.25,0.0,0.0,1.0,9.25,Cash,,41.921854911,-87.64621097700001,"(41.921855, -87.646211)",41.899155613000005,-87.626210532,"(41.899156, -87.626211)",North Side,Central,1.875461269946365,1.2796851838314078,14.065959524597739,18.0,1.2796851838314078,480.0,1.0,0,4
27300285,3014,2014-12-02 08:30:00,2014-12-02 08:45:00,660.0,1.0,0,0,,25.0,7.05,0.0,0.0,0.0,7.05,Cash,,,,"(0, 0)",41.890608853,-87.75604671100002,"(41.890609, -87.756047)",None,West Side,6105.021388505925,0.00016379958993800167,33300.11666457777,5.454545454545455,0.00016379958993800167,660.0,1.0,2,2
27300930,3034,2014-06-26 07:00:00,2014-06-26 07:45:00,2400.0,25.6,0,0,16.0,76.0,52.25,0.0,0.0,2.0,54.25,Cash,,41.953582125,-87.72345239,"(41.953582, -87.723452)",41.980264315,-87.913624596,"(41.980264, -87.913625)",Northwest Side,Far North Side,9.96697590545804,2.5684821798336164,14.950463858187062,38.400000000000006,2.5684821798336164,2400.0,1.0,2,4
27312879,1361,2014-07-21 07:45:00,2014-07-21 07:45:00,0.0,0.0,17031980000,17031980000,76.0,76.0,3.25,0.0,0.0,0.0,3.25,Cash,Choice Taxi Association,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",41.97907082,-87.90303966100002,"(41.979071, -87.90304)",Far North Side,Far North Side,0.0,,,,,,,2,1
27337171,397,2014-02-05 09:15:00,2014-02-05 09:15:00,660.0,0.0,17031833100,17031839100,28.0,32.0,7.25,0.0,0.0,1.0,8.25,Cash,Taxi Affiliation Services,41.879066994,-87.65700502700001,"(41.879067, -87.657005)",41.880994471,-87.632746489,"(41.880994, -87.632746)",West Side,Central,1.2582707169767728,0.0,6.863294819873307,0.0,0.0,660.0,1.0,2,3
27349226,1160,2014-03-15 11:15:00,2014-03-15 11:45:00,1140.0,3.2,17031080100,17031241600,8.0,24.0,10.85,0.0,0.0,1.0,11.85,Cash,Choice Taxi Association,41.907520075,-87.62665890000002,"(41.90752, -87.626659)",41.906650766,-87.66533766,"(41.906651, -87.665338)",Central,West Side,1.9950323285546143,1.6039840328393955,6.300102090172467,10.105263157894738,1.6039840328393955,1140.0,1.0,3,6
27376661,1653,2014-05-24 22:15:00,2014-05-24 22:15:00,240.0,0.9,17031081700,17031080300,8.0,8.0,5.25,2.0,0.0,0.0,7.25,Credit Card,,41.892042136,-87.63186395,"(41.892042, -87.631864)",41.90749193,-87.63576009,"(41.907492, -87.63576)",Central,Central,1.0850630559270233,0.8294448834875179,16.27594583890535,13.5,0.8294448834875179,240.0,1.0,7,6
27395033,2328,2014-10-08 17:00:00,2014-10-08 17:00:00,300.0,0.7,17031320100,17031081403,32.0,8.0,5.25,0.0,0.0,0.0,5.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.890922026,-87.618868355,"(41.890922, -87.618868)",Central,Central,0.4240188054067963,1.6508701762140763,5.0882256648815565,8.4,1.6508701762140763,300.0,1.0,5,3
27434989,606,2014-05-05 09:30:00,2014-05-05 09:45:00,540.0,0.0,17031281900,17031320100,28.0,32.0,6.45,2.0,0.0,0.0,8.45,Credit Card,Blue Ribbon Taxi Association Inc.,41.879255084,-87.642648998,"(41.879255, -87.642649)",41.884987192,-87.620992913,"(41.884987, -87.620993)",West Side,Central,1.1849185194153233,0.0,7.899456796102156,0.0,0.0,540.0,1.0,2,1
27442168,1462,2014-03-07 03:30:00,2014-03-07 04:00:00,1620.0,12.9,0,0,8.0,56.0,28.45,7.0,0.0,3.5,38.95,Credit Card,,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.79259236,-87.76961545299999,"(41.792592, -87.769615)",Central,Southwest Side,10.199151239981505,1.2648111295213418,22.664780533292234,28.666666666666668,1.2648111295213418,1620.0,1.0,0,5
27454105,2583,2014-12-20 22:30:00,2014-12-20 22:30:00,0.0,0.0,0,0,,,9.85,2.46,0.0,0.0,12.31,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,7,6
27558295,1682,2014-02-28 14:30:00,2014-02-28 14:45:00,840.0,0.1,17031833000,17031839100,28.0,32.0,9.45,0.0,0.0,0.0,9.45,Cash,Taxi Affiliation Services,41.88528132,-87.65723320000002,"(41.885281, -87.657233)",41.880994471,-87.632746489,"(41.880994, -87.632746)",West Side,Central,1.2971161440823094,0.07709409867128632,5.559069188924183,0.4285714285714286,0.07709409867128632,840.0,1.0,4,5
27582834,2689,2014-09-05 23:00:00,2014-09-05 23:15:00,1500.0,17.2,17031980000,17031081600,76.0,8.0,35.05,0.0,0.0,2.0,37.05,Cash,Taxi Affiliation Services,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",41.892072635,-87.62887415700001,"(41.892073, -87.628874)",Far North Side,Central,15.351508348460753,1.12041107685191,36.84362003630581,41.279999999999994,1.12041107685191,1499.9999999999998,0.9999999999999999,7,5
27620559,1192,2014-05-23 01:00:00,2014-05-23 01:00:00,180.0,0.8,0,0,41.0,41.0,4.65,0.0,0.0,1.5,6.15,Cash,,41.794090253,-87.592310855,"(41.79409, -87.592311)",41.794090253,-87.592310855,"(41.79409, -87.592311)",South Side,South Side,0.0,inf,0.0,16.0,inf,,,0,5
27626104,531,2014-02-03 10:15:00,2014-02-03 10:30:00,420.0,0.0,17031281900,17031320400,28.0,32.0,6.25,2.0,0.0,0.0,8.25,Credit Card,Taxi Affiliation Services,41.879255084,-87.642648998,"(41.879255, -87.642649)",41.877406123,-87.62197165200001,"(41.877406, -87.621972)",West Side,Central,1.0741070271701394,0.0,9.206631661458337,0.0,0.0,420.00000000000006,1.0000000000000002,3,1
27650380,2137,2014-04-02 16:30:00,2014-04-02 16:45:00,900.0,6.0,0,0,8.0,5.0,15.05,0.0,0.0,0.0,15.05,Cash,,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.947791586,-87.683834942,"(41.947792, -87.683835)",Central,North Side,4.224224113476823,1.42037918415782,16.896896453907292,24.0,1.42037918415782,900.0,1.0,5,3
27651808,1898,2014-07-14 00:30:00,2014-07-14 00:45:00,360.0,2.9,0,0,3.0,6.0,8.85,0.0,0.0,1.0,9.85,Cash,Taxi Affiliation Services,41.96581197,-87.655878786,"(41.965812, -87.655879)",41.944226601,-87.655998182,"(41.944227, -87.655998)",Far North Side,North Side,1.489748788573093,1.946636924456015,14.897487885730929,28.999999999999996,1.946636924456015,360.0,1.0,7,1
27691328,1047,2014-01-30 19:15:00,2014-01-30 19:30:00,660.0,0.0,0,0,32.0,24.0,9.05,0.0,0.0,0.0,9.05,Cash,Blue Ribbon Taxi Association Inc.,41.878865584,-87.625192142,"(41.878866, -87.625192)",41.901206994,-87.676355989,"(41.901207, -87.676356)",Central,West Side,3.0560047169546487,0.0,16.669116637934447,0.0,0.0,660.0,1.0,6,4
27697962,239,2014-11-28 23:45:00,2014-11-29 00:00:00,780.0,0.4,0,0,8.0,22.0,12.25,0.0,0.0,1.0,13.25,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.92276062,-87.69915534299999,"(41.922761, -87.699155)",Central,North Side,3.7520589858037474,0.1066081320985187,17.317195319094218,1.8461538461538463,0.10660813209851872,780.0,1.0,7,5
27751075,1393,2014-08-10 03:45:00,2014-08-10 03:45:00,0.0,0.0,0,0,,,13.25,2.65,0.0,0.0,15.9,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,0,7
27764351,1022,2014-07-29 09:30:00,2014-07-29 09:45:00,540.0,1.2,17031330100,17031839100,33.0,32.0,6.85,0.0,0.0,0.0,6.85,Cash,,41.859349715,-87.617358006,"(41.85935, -87.617358)",41.880994471,-87.632746489,"(41.880994, -87.632746)",Central,Central,1.6916008977666481,0.7093871855851526,11.277339318444321,8.0,0.7093871855851526,540.0,1.0,2,2
27776199,1736,2014-07-09 22:45:00,2014-07-09 23:00:00,780.0,4.7,17031081402,17031060900,8.0,6.0,12.85,0.0,0.0,1.0,13.85,Cash,,41.891971508000005,-87.612945414,"(41.891972, -87.612945)",41.949829346,-87.64396537,"(41.949829, -87.643965)",Central,North Side,4.301327939827808,1.0926858090685714,19.852282799205266,21.692307692307693,1.0926858090685716,780.0000000000001,1.0000000000000002,7,3
27786067,1121,2014-06-20 09:45:00,2014-06-20 10:30:00,3120.0,2.6,17031081402,17031071500,8.0,7.0,22.65,0.0,0.0,0.0,22.65,Cash,,41.891971508000005,-87.612945414,"(41.891972, -87.612945)",41.914616286,-87.631717366,"(41.914616, -87.631717)",Central,North Side,1.8382439659109242,1.4143933276623568,2.1210507298972203,3.0,1.4143933276623568,3119.9999999999995,0.9999999999999999,2,5
27805330,854,2014-11-27 10:45:00,2014-11-27 11:00:00,480.0,1.8,0,0,28.0,28.0,7.45,0.0,0.0,1.0,8.45,Cash,,41.874005383000004,-87.66351755,"(41.874005, -87.663518)",41.874005383000004,-87.66351755,"(41.874005, -87.663518)",West Side,West Side,0.0,inf,0.0,13.5,inf,,,3,4
27813608,876,2014-10-19 09:30:00,2014-10-19 09:45:00,780.0,0.0,17031081700,17031841000,8.0,33.0,10.65,0.0,0.0,0.0,10.65,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,"(41.892042, -87.631864)",41.849246754,-87.624135298,"(41.849247, -87.624135)",Central,Central,2.9803364332751046,0.0,13.755398922808174,0.0,0.0,780.0,1.0,2,7
27842354,2352,2014-02-16 07:30:00,2014-02-16 07:30:00,420.0,1.5,0,0,8.0,28.0,6.65,0.0,0.0,1.0,7.65,No Charge,Dispatch Taxi Affiliation,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.874005383000004,-87.66351755,"(41.874005, -87.663518)",Central,West Side,2.3554769273517837,0.6368137096067507,20.18980223444386,12.857142857142858,0.6368137096067507,420.0,1.0,2,7
27844267,2124,2014-07-15 20:15:00,2014-07-15 20:30:00,780.0,2.4,0,0,7.0,24.0,9.05,0.0,0.0,0.0,9.05,Cash,Taxi Affiliation Services,41.922686284,-87.649488729,"(41.922686, -87.649489)",41.901206994,-87.676355989,"(41.901207, -87.676356)",North Side,West Side,2.028766341063575,1.1829849260717757,9.36353695875496,11.076923076923077,1.1829849260717757,780.0,1.0,6,2
27918954,2080,2014-11-18 16:00:00,2014-11-18 17:00:00,3240.0,16.2,17031081800,17031831100,8.0,21.0,37.04,0.0,0.0,0.0,37.04,Cash,,41.89321636,-87.63784421,"(41.893216, -87.637844)",41.942859303,-87.71750385799999,"(41.942859, -87.717504)",Central,North Side,5.347901103700252,3.02922580015384,5.9421123374447244,18.0,3.02922580015384,3240.0,1.0,5,2
27975615,534,2014-02-28 10:00:00,2014-02-28 10:15:00,360.0,0.7,17031081000,17031081401,8.0,8.0,5.25,2.0,0.0,0.0,7.25,Credit Card,,41.900265687,-87.63210922,"(41.900266, -87.632109)",41.89503345,-87.61971067200001,"(41.895033, -87.619711)",Central,Central,0.7342500995454295,0.9533536330922752,7.342500995454295,6.999999999999999,0.9533536330922752,360.0,1.0,3,5
28002701,537,2014-02-22 22:15:00,2014-02-22 22:15:00,540.0,2.2,17031070600,17031220400,7.0,22.0,8.05,0.0,0.0,1.5,9.55,Cash,,41.928763006,-87.665676837,"(41.928763, -87.665677)",41.928431564,-87.699968591,"(41.928432, -87.699969)",North Side,North Side,1.767508891559874,1.2446896366436047,11.78339261039916,14.666666666666668,1.2446896366436049,540.0,1.0,7,6
28025115,2973,2014-07-15 23:15:00,2014-07-15 23:15:00,0.0,0.0,0,0,,,8.65,3.0,0.0,0.0,11.65,Credit Card,T.A.S. - Payment Only,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,7,2
28037178,2521,2014-02-27 19:45:00,2014-02-27 20:00:00,1080.0,9.4,17031980100,17031330100,56.0,33.0,21.25,0.0,0.0,2.0,23.25,Cash,Northwest Management LLC,41.785998518,-87.750934289,"(41.785999, -87.750934)",41.859349715,-87.617358006,"(41.85935, -87.617358)",Southwest Side,Central,8.554419897619468,1.098847158837251,28.514732992064893,31.333333333333336,1.098847158837251,1080.0,1.0,6,4
28050029,2646,2014-12-18 15:00:00,2014-12-18 15:00:00,300.0,0.0,17031833000,17031839100,28.0,32.0,5.25,2.0,0.0,1.0,8.25,Credit Card,Taxi Affiliation Services,41.88528132,-87.65723320000002,"(41.885281, -87.657233)",41.880994471,-87.632746489,"(41.880994, -87.632746)",West Side,Central,1.2971161440823094,0.0,15.565393728987713,0.0,0.0,300.0,1.0,4,4
28056997,2784,2014-06-15 11:00:00,2014-06-15 11:30:00,1560.0,1.0,17031081500,17031770602,8.0,76.0,35.65,8.5,0.0,7.0,51.15,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,"(41.892508, -87.626215)",42.005559764000004,-87.901885838,"(42.00556, -87.901886)",Central,Far North Side,16.205205906331027,0.0617085648760144,37.39662901461006,2.3076923076923075,0.0617085648760144,1560.0,1.0,3,7
28068895,2426,2014-01-21 19:00:00,2014-01-21 19:15:00,900.0,2.3,0,0,,,9.25,0.0,0.0,0.0,9.25,Cash,Choice Taxi Association,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,9.2,inf,,,6,2
28088441,126,2014-09-22 14:00:00,2014-09-22 14:00:00,840.0,6.4,0,0,,,15.25,0.0,0.0,0.0,15.25,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,27.42857142857143,inf,,,4,1
28108952,2355,2014-02-20 16:30:00,2014-02-20 16:45:00,900.0,0.1,17031841000,17031081600,33.0,8.0,10.45,5.0,0.0,0.0,15.45,Credit Card,Taxi Affiliation Services,41.849246754,-87.624135298,"(41.849247, -87.624135)",41.892072635,-87.62887415700001,"(41.892073, -87.628874)",Central,Central,2.965779253234828,0.03371795115598311,11.863117012939313,0.4,0.03371795115598311,900.0,1.0,5,4
28113131,953,2014-04-06 19:00:00,2014-04-06 19:00:00,0.0,0.0,0,0,,,8.45,1.69,0.0,0.0,10.14,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,6,7
28134101,742,2014-03-15 21:00:00,2014-03-15 21:15:00,1200.0,0.0,17031063000,17031062200,6.0,6.0,12.25,0.0,0.0,1.5,13.75,Cash,Choice Taxi Association,41.936310131,-87.651562592,"(41.93631, -87.651563)",41.94258518,-87.65664409200001,"(41.942585, -87.656644)",North Side,North Side,0.5060742664460925,0.0,1.5182227993382778,0.0,0.0,1200.0,1.0,6,6
