trip_id,taxi_id,pickup_time,dropoff_time,seconds,miles,pickup_census,dropoff_census,pickup_area,dropoff_area,fare,tips,tolls,extras,total,payment,company,pickup_latitude,pickup_longitude,pickup_centroid,dropoff_latitude,dropoff_longitude,dropoff_centroid,pickup_region,dropoff_region,AbsDistance,RRSL,AbsVelocity,AclVelocity,RRVV,AbsTime,RRST,pickup_hr,weekday
2084850,1321,2014-05-12 22:15:00,2014-05-12 22:45:00,2160.0,31.1,0,0,76.0,,59.65,12.63,0.0,3.5,75.78,Credit Card,,41.980264315,-87.913624596,"(41.980264, -87.913625)",,,"(0, 0)",Far North Side,None,6113.2798534667245,0.0050872855072001625,10188.799755777874,51.833333333333336,0.0050872855072001625,2160.0,1.0,7,1
2103674,980,2014-06-19 21:45:00,2014-06-19 21:45:00,480.0,1.1,0,0,,,6.25,0.0,0.0,1.0,7.25,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,8.25,inf,,,6,4
2104720,2133,2014-01-29 11:15:00,2014-01-29 11:15:00,600.0,1.4,17031320100,17031081800,32.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.89321636,-87.63784421,"(41.893216, -87.637844)",Central,Central,1.0381394539443243,1.3485664133858093,6.228836723665946,8.4,1.3485664133858093,600.0,1.0,3,3
2117417,2241,2014-01-11 17:30:00,2014-01-11 17:45:00,480.0,0.0,17031081201,17031080201,8.0,8.0,6.45,0.0,0.0,0.5,6.95,Cash,Taxi Affiliation Services,41.899155613000005,-87.626210532,"(41.899156, -87.626211)",41.909495669,-87.630963601,"(41.909496, -87.630964)",Central,Central,0.7545344329270443,0.0,5.6590082469528316,0.0,0.0,480.0,1.0,5,6
2125260,1829,2014-09-08 07:15:00,2014-09-08 07:30:00,1260.0,5.3,0,0,8.0,6.0,15.45,0.0,0.0,0.0,15.45,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.944226601,-87.655998182,"(41.944227, -87.655998)",Central,North Side,3.2944549654340016,1.6087638336564098,9.412728472668576,15.142857142857144,1.60876383365641,1260.0000000000002,1.0000000000000002,2,1
2138994,2150,2014-05-18 17:00:00,2014-05-18 17:15:00,720.0,2.5,17031842200,17031063200,8.0,6.0,9.05,2.0,0.0,0.0,11.05,Credit Card,,41.904935302,-87.64990722600002,"(41.904935, -87.649907)",41.938391258,-87.63857492,"(41.938391, -87.638575)",Central,North Side,2.3817580508249008,1.0496448197725823,11.908790254124503,12.5,1.0496448197725825,720.0,1.0,5,7
2184442,196,2014-10-24 01:30:00,2014-10-24 01:30:00,0.0,0.0,0,0,,,13.65,2.73,0.0,0.0,16.38,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,0,5
2196218,2239,2014-11-04 20:15:00,2014-11-04 20:15:00,780.0,0.1,17031330100,17031280100,33.0,28.0,10.45,3.0,0.0,2.0,15.45,Credit Card,Taxi Affiliation Services,41.859349715,-87.617358006,"(41.85935, -87.617358)",41.885300021999996,-87.642808466,"(41.8853, -87.642808)",Central,West Side,2.2205950945846666,0.04503297347808638,10.248900436544615,0.46153846153846156,0.04503297347808638,780.0,1.0,6,2
2225343,1185,2014-07-26 21:30:00,2014-07-26 21:45:00,540.0,2.3,17031242300,17031081800,24.0,8.0,8.25,2.0,0.0,1.0,11.25,Credit Card,,41.899506548000005,-87.67960028700001,"(41.899507, -87.6796)",41.89321636,-87.63784421,"(41.893216, -87.637844)",West Side,Central,2.196469064613953,1.0471351666426694,14.643127097426353,15.333333333333332,1.0471351666426694,540.0,1.0,6,6
2240249,2992,2014-06-17 13:45:00,2014-06-17 13:45:00,420.0,1.7,17031839100,17031081402,32.0,8.0,6.85,0.0,0.0,0.0,6.85,Cash,Choice Taxi Association,41.880994471,-87.632746489,"(41.880994, -87.632746)",41.891971508000005,-87.612945414,"(41.891972, -87.612945)",Central,Central,1.2715632700888608,1.336937012879586,10.899113743618807,14.571428571428571,1.336937012879586,420.0,1.0,4,2
2257097,2643,2014-07-23 18:15:00,2014-07-23 18:30:00,1020.0,2.1,17031281900,17031839100,28.0,32.0,10.05,0.0,0.0,2.5,12.55,Cash,Top Cab Affiliation,41.879255084,-87.642648998,"(41.879255, -87.642649)",41.880994471,-87.632746489,"(41.880994, -87.632746)",West Side,Central,0.524684213235288,4.00240744247108,1.8518266349480754,7.411764705882353,4.00240744247108,1020.0,1.0,5,3
2331070,1959,2014-12-18 17:00:00,2014-12-18 17:00:00,300.0,1.2,0,0,5.0,3.0,5.85,0.0,0.0,0.0,5.85,Cash,,41.947791586,-87.683834942,"(41.947792, -87.683835)",41.96581197,-87.655878786,"(41.965812, -87.655879)",North Side,Far North Side,1.9028604510815623,0.6306295342456326,22.83432541297875,14.4,0.6306295342456326,300.0,1.0,5,4
2340905,2237,2014-11-30 00:00:00,2014-11-30 00:00:00,600.0,1.6,17031842200,17031080100,8.0,8.0,7.45,0.0,0.0,0.0,7.45,Cash,Taxi Affiliation Services,41.904935302,-87.64990722600002,"(41.904935, -87.649907)",41.907520075,-87.62665890000002,"(41.90752, -87.626659)",Central,Central,1.211792728909224,1.3203578151852873,7.270756373455344,9.600000000000001,1.3203578151852873,600.0,1.0,7,7
2368283,1384,2014-12-31 18:30:00,2014-12-31 18:45:00,300.0,1.29,17031320100,17031081403,32.0,8.0,5.85,0.0,0.0,1.0,6.85,Cash,,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.890922026,-87.618868355,"(41.890922, -87.618868)",Central,Central,0.4240188054067963,3.0423178961659407,5.0882256648815565,15.48,3.0423178961659403,300.0,1.0,5,3
2382401,2318,2014-03-18 20:15:00,2014-03-18 20:30:00,420.0,2.1,17031081201,17031243500,8.0,24.0,7.65,0.0,0.0,0.0,7.65,Cash,,41.899155613000005,-87.626210532,"(41.899156, -87.626211)",41.892658108,-87.652534484,"(41.892658, -87.652534)",Central,West Side,1.429511671204487,1.4690331266974328,12.252957181752747,18.0,1.4690331266974326,420.0,1.0,6,2
2383606,2872,2014-01-16 10:00:00,2014-01-16 10:15:00,780.0,2.8,17031833100,17031081403,28.0,8.0,9.45,0.0,0.0,0.0,9.45,Cash,KOAM Taxi Association,41.879066994,-87.65700502700001,"(41.879067, -87.657005)",41.890922026,-87.618868355,"(41.890922, -87.618868)",West Side,Central,2.130256063834092,1.314395976866971,9.831951063849655,12.923076923076922,1.314395976866971,780.0,1.0,3,4
2416137,2865,2014-12-01 10:00:00,2014-12-01 10:30:00,1560.0,16.3,17031980000,17031071500,76.0,7.0,34.04,0.0,0.0,8.0,42.04,Cash,,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",41.914616286,-87.631717366,"(41.914616, -87.631717)",Far North Side,North Side,14.670331979917197,1.1110859674009914,33.85461226134738,37.61538461538461,1.1110859674009914,1560.0,1.0,3,1
2430035,2703,2014-04-19 23:15:00,2014-04-19 23:30:00,840.0,5.7,17031220500,17031081000,22.0,8.0,14.45,0.0,0.0,1.5,15.95,Cash,,41.928391397,-87.704907236,"(41.928391, -87.704907)",41.900265687,-87.63210922,"(41.900266, -87.632109)",North Side,Central,4.22503500067234,1.3491012498341306,18.107292860024312,24.42857142857143,1.3491012498341306,840.0,1.0,7,6
2437060,821,2014-10-12 13:15:00,2014-10-12 13:45:00,1800.0,15.0,0,0,7.0,76.0,31.65,6.73,0.0,2.0,40.38,Credit Card,,41.922686284,-87.649488729,"(41.922686, -87.649489)",41.980264315,-87.913624596,"(41.980264, -87.913625)",North Side,Far North Side,14.176675627802473,1.058075982960552,28.353351255604945,30.0,1.058075982960552,1800.0,1.0,4,7
2443308,933,2014-06-19 23:15:00,2014-06-19 23:15:00,780.0,0.1,0,0,6.0,22.0,10.25,0.0,0.0,1.5,11.75,Cash,Blue Ribbon Taxi Association Inc.,41.944226601,-87.655998182,"(41.944227, -87.655998)",41.92276062,-87.69915534299999,"(41.922761, -87.699155)",North Side,North Side,2.6723452543513257,0.03742031454849332,12.333901173929195,0.46153846153846156,0.03742031454849332,780.0,1.0,7,4
2466449,2776,2014-02-12 14:00:00,2014-02-12 14:00:00,180.0,0.0,0,0,28.0,28.0,4.85,1.11,0.0,1.5,7.46,Credit Card,Blue Ribbon Taxi Association Inc.,41.874005383000004,-87.66351755,"(41.874005, -87.663518)",41.874005383000004,-87.66351755,"(41.874005, -87.663518)",West Side,West Side,0.0,,0.0,0.0,,,,4,3
2467032,193,2014-11-02 20:15:00,2014-11-02 20:30:00,1140.0,4.9,17031081700,17031833000,8.0,28.0,14.25,0.0,0.0,0.0,14.25,Cash,Northwest Management LLC,41.892042136,-87.63186395,"(41.892042, -87.631864)",41.88528132,-87.65723320000002,"(41.885281, -87.657233)",Central,West Side,1.3890200396756214,3.5276668874729125,4.3863790726598575,15.473684210526317,3.527666887472912,1140.0,1.0,6,7
2484311,1392,2014-02-04 19:00:00,2014-02-04 19:30:00,1440.0,0.0,17031839100,17031060400,32.0,6.0,16.65,0.0,0.0,1.0,17.65,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,"(41.880994, -87.632746)",41.950673358,-87.666536281,"(41.950673, -87.666536)",Central,North Side,5.114746203910475,0.0,12.786865509776188,0.0,0.0,1440.0,1.0,6,2
2531675,2412,2014-05-06 08:00:00,2014-05-06 08:15:00,360.0,0.8,17031280100,17031839100,28.0,32.0,5.65,0.0,0.0,0.0,5.65,Cash,,41.885300021999996,-87.642808466,"(41.8853, -87.642808)",41.880994471,-87.632746489,"(41.880994, -87.632746)",West Side,Central,0.5980190608675165,1.3377500022147786,5.980190608675165,8.0,1.3377500022147786,360.0,1.0,2,2
2536161,1519,2014-06-20 21:00:00,2014-06-20 21:00:00,0.0,0.0,0,0,,,13.25,4.0,0.0,0.0,17.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,6,5
2544969,486,2014-05-09 07:30:00,2014-05-09 07:30:00,0.0,0.0,0,0,,,5.65,2.0,0.0,0.0,7.65,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,2,5
2546910,293,2014-11-13 10:15:00,2014-11-13 10:15:00,600.0,1.0,17031081500,17031839100,8.0,32.0,7.25,0.0,0.0,0.0,7.25,Cash,Choice Taxi Association,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.880994471,-87.632746489,"(41.880994, -87.632746)",Central,Central,0.8630888907790754,1.1586292103671274,5.178533344674452,6.0,1.1586292103671274,600.0,1.0,3,4
2562638,628,2014-04-13 16:30:00,2014-04-13 16:30:00,0.0,0.0,0,0,,,9.25,1.85,0.0,0.0,11.1,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,5,7
2593570,2653,2014-11-15 08:00:00,2014-11-15 08:00:00,480.0,2.2,0,0,6.0,7.0,7.85,0.0,0.0,0.0,7.85,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,"(41.944227, -87.655998)",41.922686284,-87.649488729,"(41.922686, -87.649489)",North Side,North Side,1.5240662581973685,1.4435067951718261,11.430496936480264,16.5,1.443506795171826,480.0,1.0,2,6
2673643,2207,2014-09-27 20:45:00,2014-09-27 21:15:00,1560.0,20.0,0,0,76.0,,39.65,0.0,0.0,22.0,61.65,Credit Card,KOAM Taxi Association,41.980264315,-87.913624596,"(41.980264, -87.913625)",,,"(0, 0)",Far North Side,None,6113.2798534667245,0.0032715662425724518,14107.568892615518,46.15384615384615,0.0032715662425724518,1560.0,1.0,6,6
2682574,471,2014-03-07 14:30:00,2014-03-07 14:30:00,0.0,0.0,0,0,,,33.65,6.73,0.0,0.0,40.38,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,4,5
2704058,2356,2014-01-23 11:30:00,2014-01-23 11:30:00,240.0,0.7,17031081300,17031081401,8.0,8.0,4.65,0.0,0.0,0.0,4.65,Cash,,41.898331794,-87.620762865,"(41.898332, -87.620763)",41.89503345,-87.61971067200001,"(41.895033, -87.619711)",Central,Central,0.23405817924152947,2.9907094136524726,3.510872688622942,10.5,2.9907094136524726,240.0,1.0,3,4
2717022,980,2014-06-28 09:15:00,2014-06-28 09:30:00,960.0,5.9,0,0,,,15.45,0.0,0.0,0.0,15.45,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,22.125,inf,,,2,6
2736565,699,2014-10-03 20:15:00,2014-10-03 20:15:00,540.0,0.0,17031081700,17031071500,8.0,7.0,7.65,0.0,0.0,1.0,8.65,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,"(41.892042, -87.631864)",41.914616286,-87.631717366,"(41.914616, -87.631717)",Central,North Side,1.5579985411656783,0.0,10.386656941104523,0.0,0.0,540.0,1.0,6,5
2743240,1410,2014-05-16 00:15:00,2014-05-16 00:15:00,420.0,0.0,17031062200,17031070700,6.0,7.0,7.05,0.0,0.0,0.0,7.05,Cash,Dispatch Taxi Affiliation,41.94258518,-87.65664409200001,"(41.942585, -87.656644)",41.929272532,-87.673807238,"(41.929273, -87.673807)",North Side,North Side,1.275292182221563,0.0,10.931075847613398,0.0,0.0,419.99999999999994,0.9999999999999999,7,5
2818302,629,2014-05-26 02:00:00,2014-05-26 02:15:00,360.0,1.4,17031281900,17031839000,28.0,32.0,6.25,0.0,0.0,1.0,7.25,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,"(41.879255, -87.642649)",41.87101588,-87.631406525,"(41.871016, -87.631407)",West Side,Central,0.8121547091630478,1.7238094961522124,8.121547091630477,13.999999999999998,1.7238094961522124,360.0,1.0,0,1
2823853,267,2014-10-21 13:00:00,2014-10-21 13:15:00,1320.0,0.8,17031980000,0,76.0,,29.45,10.25,0.0,22.0,61.7,Credit Card,Taxi Affiliation Services,41.97907082,-87.90303966100002,"(41.979071, -87.90304)",,,"(0, 0)",Far North Side,None,6112.73308744383,0.00013087435498259864,16671.090238483175,2.181818181818182,0.00013087435498259864,1320.0,1.0,4,2
2845507,116,2014-06-24 13:30:00,2014-06-24 14:00:00,2100.0,1.1,17031320600,17031980000,32.0,76.0,39.45,8.25,0.0,2.0,49.7,Credit Card,Taxi Affiliation Services,41.870607371999995,-87.622172937,"(41.870607, -87.622173)",41.97907082,-87.90303966100002,"(41.979071, -87.90304)",Central,Far North Side,16.297294165426166,0.06749586703377981,27.938218569302,1.8857142857142857,0.06749586703377981,2100.0,1.0,4,2
2942833,2446,2014-02-01 22:15:00,2014-02-01 22:30:00,600.0,0.1,17031832200,17031062300,22.0,6.0,8.05,0.0,0.0,1.0,9.05,Cash,Taxi Affiliation Services,41.920451512,-87.67995476799999,"(41.920452, -87.679955)",41.9416281,-87.661443368,"(41.941628, -87.661443)",North Side,North Side,1.7453342883904261,0.05729561417842855,10.472005730342557,0.6000000000000001,0.05729561417842855,600.0,1.0,7,6
2954984,2236,2014-07-13 14:45:00,2014-07-13 14:45:00,240.0,0.0,17031081300,17031320100,8.0,32.0,5.45,2.0,0.0,2.0,9.45,Credit Card,Taxi Affiliation Services,41.898331794,-87.620762865,"(41.898332, -87.620763)",41.884987192,-87.620992913,"(41.884987, -87.620993)",Central,Central,0.9211006472788404,0.0,13.816509709182608,0.0,0.0,240.0,1.0,4,7
2981543,2047,2014-09-09 20:45:00,2014-09-09 21:00:00,720.0,0.1,17031320600,17031081201,32.0,8.0,9.05,0.0,0.0,1.5,10.55,Cash,Taxi Affiliation Services,41.870607371999995,-87.622172937,"(41.870607, -87.622173)",41.899155613000005,-87.626210532,"(41.899156, -87.626211)",Central,Central,1.981322898804246,0.0504713290601705,9.906614494021229,0.5,0.05047132906017051,720.0,1.0,6,2
2985785,668,2014-09-06 21:15:00,2014-09-06 21:15:00,60.0,0.5,17031320400,17031320100,32.0,32.0,4.25,2.0,0.0,2.5,8.75,Credit Card,Taxi Affiliation Services,41.877406123,-87.62197165200001,"(41.877406, -87.621972)",41.884987192,-87.620992913,"(41.884987, -87.620993)",Central,Central,0.525643455421206,0.9512151151950373,31.538607325272363,30.0,0.9512151151950373,60.0,1.0,6,6
3017568,703,2014-06-15 17:30:00,2014-06-15 17:30:00,300.0,0.9,0,0,,,4.85,0.0,0.0,0.0,4.85,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,10.8,inf,,,5,7
3023524,1746,2014-11-02 13:45:00,2014-11-02 13:45:00,540.0,2.1,17031841000,17031320400,33.0,32.0,8.05,0.0,0.0,0.0,8.05,Cash,Taxi Affiliation Services,41.849246754,-87.624135298,"(41.849247, -87.624135)",41.877406123,-87.62197165200001,"(41.877406, -87.621972)",Central,Central,1.9466252378194457,1.0787900820356982,12.977501585462972,14.000000000000002,1.0787900820356982,540.0,1.0,4,7
3079939,3091,2014-07-30 19:45:00,2014-07-30 20:00:00,900.0,0.0,17031839100,17031081100,32.0,8.0,8.85,2.0,0.0,0.0,10.85,Credit Card,Dispatch Taxi Affiliation,41.880994471,-87.632746489,"(41.880994, -87.632746)",41.900221297,-87.629105186,"(41.900221, -87.629105)",Central,Central,1.3401968108686129,0.0,5.3607872434744515,0.0,0.0,900.0,1.0,6,3
3089970,1900,2014-11-14 20:15:00,2014-11-14 20:30:00,780.0,0.0,17031080300,17031242000,8.0,24.0,9.65,0.0,0.0,0.0,9.65,Cash,Choice Taxi Association,41.90749193,-87.63576009,"(41.907492, -87.63576)",41.899737388,-87.664953917,"(41.899737, -87.664954)",Central,West Side,1.5975308034142752,0.0,7.37321909268127,0.0,0.0,780.0,1.0,6,5
3128207,793,2014-06-21 03:45:00,2014-06-21 03:45:00,540.0,4.3,17031081800,17031063000,8.0,6.0,11.85,0.0,0.0,1.5,13.35,Cash,,41.89321636,-87.63784421,"(41.893216, -87.637844)",41.936310131,-87.651562592,"(41.93631, -87.651563)",Central,North Side,3.057130815339632,1.406547596335779,20.380872102264217,28.666666666666668,1.406547596335779,540.0,1.0,0,6
3137196,1230,2014-04-26 19:00:00,2014-04-26 19:15:00,1440.0,12.3,17031980100,17031242100,56.0,24.0,26.25,5.65,0.0,2.0,33.9,Credit Card,,41.785998518,-87.750934289,"(41.785999, -87.750934)",41.89967018,-87.66983779799999,"(41.89967, -87.669838)",Southwest Side,West Side,8.891636066016186,1.3833224739157481,22.229090165040464,30.75,1.3833224739157481,1440.0,1.0,6,6
3147572,2217,2014-11-24 19:30:00,2014-11-24 19:45:00,300.0,0.6,17031320400,17031320100,32.0,32.0,5.05,0.0,0.0,0.0,5.05,Cash,,41.877406123,-87.62197165200001,"(41.877406, -87.621972)",41.884987192,-87.620992913,"(41.884987, -87.620993)",Central,Central,0.525643455421206,1.1414581382340447,6.307721465054473,7.2,1.1414581382340447,300.0,1.0,6,1
3147628,1758,2014-08-17 09:30:00,2014-08-17 10:00:00,1500.0,18.3,0,0,8.0,76.0,37.04,0.0,0.0,2.0,39.04,Cash,,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.980264315,-87.913624596,"(41.980264, -87.913625)",Central,Far North Side,15.480238096261221,1.182152360073829,37.15257143102693,43.92,1.182152360073829,1500.0,1.0,2,7
3152454,217,2014-06-12 22:15:00,2014-06-12 22:15:00,180.0,0.6,17031081500,17031081700,8.0,8.0,4.65,0.0,0.0,1.0,5.65,Cash,Choice Taxi Association,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.892042136,-87.63186395,"(41.892042, -87.631864)",Central,Central,0.29307660417821035,2.047246322108876,5.861532083564207,11.999999999999998,2.047246322108876,180.0,1.0,7,4
3159359,2325,2014-04-22 09:00:00,2014-04-22 09:00:00,0.0,0.0,0,0,,,28.45,0.0,0.0,0.0,28.45,Credit Card,Blue Ribbon Taxi Association Inc.,,,"(0, 0)",,,"(0, 0)",None,None,0.0,,,,,,,2,2
3189942,1625,2014-03-04 17:45:00,2014-03-04 17:45:00,480.0,1.2,17031320100,17031081201,32.0,8.0,6.85,3.0,0.0,0.0,9.85,Credit Card,,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.899155613000005,-87.626210532,"(41.899156, -87.626211)",Central,Central,1.0142393334025313,1.1831526943194817,7.606795000518985,9.0,1.1831526943194817,480.0,1.0,5,2
3191274,1425,2014-01-21 10:30:00,2014-01-21 11:30:00,3360.0,15.3,0,0,76.0,6.0,34.45,0.0,0.0,2.0,36.45,Cash,Dispatch Taxi Affiliation,41.980264315,-87.913624596,"(41.980264, -87.913625)",41.944226601,-87.655998182,"(41.944227, -87.655998)",Far North Side,North Side,13.501805688847735,1.1331817649129363,14.466220380908288,16.392857142857142,1.1331817649129363,3360.0,1.0,3,2
3231782,3019,2014-08-19 07:30:00,2014-08-19 08:00:00,1500.0,13.2,17031081500,17031980100,8.0,56.0,28.25,5.0,0.0,3.5,36.75,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.785998518,-87.750934289,"(41.785999, -87.750934)",Central,Southwest Side,9.770705823729926,1.3509771185558992,23.449693976951824,31.679999999999996,1.350977118555899,1499.9999999999998,0.9999999999999999,2,2
3295048,1459,2014-01-02 16:15:00,2014-01-02 16:30:00,600.0,1.4,17031320100,17031081300,32.0,8.0,7.05,0.0,0.0,0.0,7.05,Cash,,41.884987192,-87.620992913,"(41.884987, -87.620993)",41.898331794,-87.620762865,"(41.898332, -87.620763)",Central,Central,0.9211006472787866,1.5199207645071455,5.52660388367272,8.4,1.5199207645071457,600.0,1.0,5,4
3332471,888,2014-10-30 17:45:00,2014-10-30 18:00:00,360.0,1.1,17031081402,17031081403,8.0,8.0,5.85,0.0,0.0,1.0,6.85,Cash,6488 - 83287 Zuha Taxi,41.891971508000005,-87.612945414,"(41.891972, -87.612945)",41.890922026,-87.618868355,"(41.890922, -87.618868)",Central,Central,0.3139190348216667,3.5040882456359985,3.139190348216667,11.0,3.5040882456359985,360.0,1.0,5,4
3360813,1550,2014-08-21 14:30:00,2014-08-21 14:30:00,180.0,0.8,0,0,,,4.05,0.0,0.0,0.0,4.05,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,16.0,inf,,,4,4
3364435,2769,2014-10-04 22:30:00,2014-10-04 22:30:00,480.0,1.8,17031071200,17031832000,7.0,6.0,7.45,2.0,0.0,0.0,9.45,Credit Card,Taxi Affiliation Services,41.921854911,-87.64621097700001,"(41.921855, -87.646211)",41.946294535999996,-87.65429808399998,"(41.946295, -87.654298)",North Side,North Side,1.7374962314234508,1.0359734700116976,13.031221735675881,13.5,1.0359734700116976,480.0,1.0,7,6
3365997,2052,2014-10-16 08:00:00,2014-10-16 09:00:00,3780.0,17.9,17031320400,17031980000,32.0,76.0,40.85,10.95,0.0,3.0,54.8,Credit Card,Dispatch Taxi Affiliation,41.877406123,-87.62197165200001,"(41.877406, -87.621972)",41.97907082,-87.90303966100002,"(41.979071, -87.90304)",Central,Far North Side,16.095789819358995,1.112092056425278,15.329323637484757,17.047619047619044,1.1120920564252779,3780.0,1.0,2,4
3377070,2210,2014-11-17 18:30:00,2014-11-17 19:00:00,1980.0,13.0,0,0,,,29.05,5.81,0.0,0.0,34.86,Credit Card,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,23.636363636363633,inf,,,5,1
3400272,403,2014-01-23 21:30:00,2014-01-23 21:45:00,960.0,0.4,17031839100,17031031700,32.0,3.0,16.85,0.0,0.0,1.0,17.85,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,"(41.880994, -87.632746)",41.965445784,-87.66319585,"(41.965446, -87.663196)",Central,Far North Side,6.036219089932045,0.06626664705844916,22.635821587245168,1.5,0.06626664705844916,960.0,1.0,6,4
3414496,939,2014-03-13 15:30:00,2014-03-13 15:45:00,600.0,1.7,17031081201,17031281900,8.0,28.0,7.65,1.5,0.0,0.0,9.15,Credit Card,Taxi Affiliation Services,41.899155613000005,-87.626210532,"(41.899156, -87.626211)",41.879255084,-87.642648998,"(41.879255, -87.642649)",Central,West Side,1.614034010901807,1.0532615722577998,9.684204065410842,10.200000000000001,1.0532615722577998,600.0,1.0,4,4
3454484,2088,2014-11-17 17:45:00,2014-11-17 18:15:00,1680.0,10.4,0,0,76.0,,24.25,0.0,0.0,3.5,27.75,Cash,,41.980264315,-87.913624596,"(41.980264, -87.913625)",,,"(0, 0)",Far North Side,None,6113.2798534667245,0.001701214446137675,13099.885400285839,22.285714285714285,0.0017012144461376747,1679.9999999999998,0.9999999999999999,5,1
3464124,150,2014-09-22 15:15:00,2014-09-22 15:45:00,2040.0,0.0,17031081500,17031081402,8.0,8.0,6.85,0.0,0.0,0.0,6.85,Cash,Blue Ribbon Taxi Association Inc.,41.892507781,-87.626214906,"(41.892508, -87.626215)",41.891971508000005,-87.612945414,"(41.891972, -87.612945)",Central,Central,0.6853044280393367,0.0,1.2093607553635353,0.0,0.0,2040.0,1.0,4,1
3485476,438,2014-02-01 02:30:00,2014-02-01 02:30:00,480.0,0.1,17031081700,17031071800,8.0,7.0,8.05,0.0,0.0,2.0,10.05,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,"(41.892042, -87.631864)",41.914585709,-87.645966207,"(41.914586, -87.645966)",Central,North Side,1.7174125715053221,0.05822712705098544,12.880594286289917,0.75,0.058227127050985435,480.0,1.0,0,6
3500051,2144,2014-02-09 02:00:00,2014-02-09 02:15:00,180.0,0.6,0,0,,,4.45,0.0,0.0,1.5,5.95,Cash,,,,"(0, 0)",,,"(0, 0)",None,None,0.0,inf,0.0,11.999999999999998,inf,,,0,7
3509071,2242,2014-05-28 03:00:00,2014-05-28 03:15:00,120.0,0.2,0,0,8.0,8.0,3.85,0.0,0.0,0.0,3.85,Cash,,41.899602111,-87.633308037,"(41.899602, -87.633308)",41.899602111,-87.633308037,"(41.899602, -87.633308)",Central,Central,0.0,inf,0.0,6.0,inf,,,0,3
3567479,1171,2014-07-08 07:45:00,2014-07-08 08:45:00,3720.0,33.3,17031281900,0,28.0,,64.65,5.0,0.0,20.0,89.65,Credit Card,Taxi Affiliation Services,41.879255084,-87.642648998,"(41.879255, -87.642649)",,,"(0, 0)",West Side,None,6099.155786852801,0.005459772001853225,5902.408825986581,32.2258064516129,0.005459772001853224,3720.0000000000005,1.0000000000000002,2,2
3574514,1564,2014-03-15 16:30:00,2014-03-15 16:30:00,240.0,0.5,17031062700,17031062900,6.0,6.0,4.84,0.0,0.0,2.0,6.84,Cash,,41.936086535,-87.666110694,"(41.936087, -87.666111)",41.936237179,-87.656411531,"(41.936237, -87.656412)",North Side,North Side,0.4999209121481835,1.0001582007271443,7.498813682222753,7.5,1.0001582007271443,240.0,1.0,5,6
3585258,1694,2014-04-06 23:15:00,2014-04-06 23:30:00,600.0,3.3,17031833000,17031071500,28.0,7.0,9.65,0.0,0.0,2.0,11.65,Cash,,41.88528132,-87.65723320000002,"(41.885281, -87.657233)",41.914616286,-87.631717366,"(41.914616, -87.631717)",West Side,North Side,2.414525097664597,1.3667283902709735,14.487150585987584,19.8,1.3667283902709735,600.0,1.0,7,7
3604287,2129,2014-02-23 19:45:00,2014-02-23 20:00:00,840.0,3.4,0,0,6.0,24.0,10.45,0.0,0.0,0.0,10.45,Cash,Dispatch Taxi Affiliation,41.944226601,-87.655998182,"(41.944227, -87.655998)",41.901206994,-87.676355989,"(41.901207, -87.676356)",North Side,West Side,3.1490701328609663,1.0796837976139517,13.496014855118426,14.571428571428571,1.079683797613952,840.0,1.0,6,7
